"Código produto";"Código loja";"Código categoria";"Data cadastro";"Nome produto";"Descrição grande";"Imagem principal";"Imagem 2";"Imagem 3";"Imagem 4";"Preço venda";"Peso";"Frete";"Estoque atual";"Estoque mínimo";"Disponível";"Inicio promoção";"Fim promoção";"Preço promoção";"Selo destaque";"Selo lançamento";"Selo adicional";"Quantidade vendida";"Marca";"Modelo";"Referência";"EAN";"Garantia";"Tamanho";"Cor";"Preço de custo";"Preço de custo em dólar";"Disponibilidade";"Itens inclusos";"Mensagem adicional";"Comprimento";"Largura";"Altura";"Data de ativação";"Data de desativação";"SEO Título";"SEO descrição simplificada";"SEO palavra chave";"Valor do IPI";"NCM";"Endereço do Produto (URL Tray)";"Imagens adicionais";"Nome categoria";"Exibir na loja"
"327";"746334";"63";"17/02/2020";"Conjunto 2 Lixeiras Coleta Seletiva + Base + Tampa - Bralimpia";"<p><span style=""font-size:14px;""><strong><span style=""font-size:16px;"">Conjunto com 2 Lixeiras Plásticas 50 Litros com alça - Bralimpia</span></strong></span></p><p> </p><p><span style=""font-size:14px;"">O corpo do coletor é produzido em polipropileno, cantos internos arredondados que facilitam a limpeza.</span><br /> </p><p><span style=""font-size:14px;"">Os módulos fabricados em polipropileno possuem encaixes que se unem facilmente e que proporcionam rigidez ao conjunto depois de montado.<br />Ótima opção para coleta seletiva em lugares onde faz-se necessário a separação de lixo orgânico e lixo reciclável.</span><br /> </p><p><span style=""font-size:14px;"">Sistema de Módulos para Coletores - Conjunto</span><br /> </p><p><span style=""font-size:14px;"">Os Módulos são um auxílio importante para a proteção do coletor em relação ao piso onde  será colocado, ou para sua movimentação.</span><br /> </p><p><span style=""font-size:14px;"">Esses módulos podem ser apresentados com ou sem rodas, fixando-os com segurança para a sua movimentação individual ou em conjunto. Consulte outras opções de conjunto com este modelo de lixeira através do whats ou pelo chat.</span></p><p><br /><span style=""font-size:14px;"">Conjunto acompanha :</span></p><p><span style=""font-size:14px;"">02 lixeiras de 50 litros com alça (sendo 01 marrom e 01 verde) <br />02 tampas modelo basculante transversal<br />01 base com 2 módulos para encaixe das lixeiras (sem rodas) </span></p><p> </p><p><span style=""font-size:14px;""><span style=""font-size:16px;""><strong>Você sabe quais são as cores para coletores e lixeiras para coleta seletiva?</strong></span></span><br /> </p><p><span style=""font-size:14px;"">A lista a seguir apresenta a padronização de cores para os tipos de resíduos mais comuns. As informações são baseadas na resolução CONAMA mais recente e de acordo com padrões internacionalmente aceitos.</span><br /> </p><p><span style=""font-size:14px;""><span style=""background-color:#FFFF00;"">Amarelo</span> - Metal em geral</span><br /> </p><p><span style=""font-size: 14px;""><span style=""color:#FFFFFF;""><span style=""background-color:#0000FF;"">Azul</span></span> - Papel; papelão</span></p><p><br /><span style=""font-size: 14px;"">Branco</span><span style=""font-size: 14px;""> - Resíduos ambulatoriais e de serviços de saúde</span><br /> </p><p><span style=""font-size: 14px;""><span style=""background-color:#D3D3D3;"">Cinza</span> - Resíduo geral não reciclável ou misto, ou contaminado não passível de separação</span><br /> </p><p><span style=""font-size: 14px;""><span style=""background-color:#FFA500;"">Laranja</span> - Resíduos perigosos</span><br /> </p><p><span style=""font-size: 14px;""><span style=""color:#FFFFFF;""><span style=""background-color:#8B4513;"">Marrom</span></span> - Resíduos orgânicos</span><br /> </p><p><span style=""font-size:14px;""><span style=""color:#FFFFFF;""><span style=""background-color:#000000;"">Preto</span></span> - Madeira</span><br /> </p><p><span style=""font-size:14px;""><span style=""color:#FFFFFF;""><span style=""background-color:#9900cc;"">Roxo</span></span> - Resíduos radioativos</span><br /> </p><p><span style=""font-size:14px;""><span style=""background-color:#00FF00;"">Verde</span> - Vidro</span><br /> </p><p><span style=""font-size:14px;""><span style=""color:#FFFFFF;""><span style=""background-color:#FF0000;"">Vermelho</span></span> - Plástico</span></p><p> </p><p><strong><span style=""font-size:14px;"">Garantia de 3 meses legais contra defeitos de fabricação, válida a partir da data da compra.</span></strong><br /> </p><p><span style=""font-size:14px;"">As questões abaixo estão FORA do termo de garantia:</span></p><p><span style=""font-size:14px;"">1. Uso indevido do equipamento;<br />2. Falhas causadas por reparo feito por pessoa não habilitada;<br />3. Incêndio, terremoto ou outros acidentes naturais;<br />4. Falhas por condições inadequadas de instalação</span></p><p><span style=""font-size:14px;"">* Foto ilustrativa</span></p>";"https://images.tcdn.com.br/img/img_prod/746334/conjunto_2_lixeiras_coleta_seletiva_base_tampa_bralimpia_327_1_20200408154518.png";"https://images.tcdn.com.br/img/img_prod/746334/conjunto_2_lixeiras_coleta_seletiva_base_tampa_bralimpia_327_6_15c8e7ebf03f480420f76dce60776210.png";"https://images.tcdn.com.br/img/img_prod/746334/conjunto_2_lixeiras_coleta_seletiva_base_tampa_bralimpia_327_4_7c970daf5b7f596ed13547969ff3ed79.png";"https://images.tcdn.com.br/img/img_prod/746334/conjunto_2_lixeiras_coleta_seletiva_base_tampa_bralimpia_327_5_84e220f25a41e98e1e57cc6b8cb10b53.png";"546,84";"2000";"0.00";"10";"0";"Não";"08/11/2021";"31/03/2022";"519,50";"Não";"Não";"Não";"4";"Bralimpia";"";"COMALI02SR";"";"90 dias após o recebimento do produto";"";"";"0,00";"0,00";"Disponível em 10 dias úteis";"";"Se desejar incluir rodas na base ou trocar a cor da lixeira, entre em contato através do whatsapp";"48";"26";"65";"08/11/2021";"10/01/2023";"Conjunto com 2 lixeiras de 50 litros para coleta seletiva";"Conjunto com 2 lixeiras sendo 01 marrom e 01 verde para coleta seletiva de lixo orgânico e reciclável - com tampa basculante transversal e base para encaixe";"coleta seletiva, lixeira de plástico, lixeira para coleta, lixeira com tampa, lixeira sem pedal, lixeira com base";"";"";"https://www.comali.com.br/conjunto-2-lixeiras-p-coleta-seletiva-lixo-organico-e-reciclavel-bralimpia";"https://images.tcdn.com.br/img/img_prod/746334/conjunto_2_lixeiras_coleta_seletiva_base_tampa_bralimpia_327_7_2d77de733e640a907f541815f6e7a920.png";"Lixeiras e Contentores";"Sim"
"331";"746334";"39";"17/02/2020";"Extensão Telescópica - Bralimpia";"<p>Fabricadas em alum&iacute;nio anodizado, podem atingir de 1 a 9 metros de altura. S&atilde;o Indicadas para limpeza de vidros ou outras a&ccedil;&otilde;es de limpeza geral com o aux&iacute;lio dos acess&oacute;rios Bralimpia, que se ajustam perfeitamente &agrave;s extens&otilde;es.<br />&nbsp;</p><p>&bull;Leve e resistente. Pode ser operado facilmente por qualquer pessoa.</p><p><br />&bull;Diminuem o risco de acidentes pois, evitam o uso de escadas ou andaimes.</p><p><br />&bull;Atingem locais de dif&iacute;cil acesso com facilidade e seguran&ccedil;a, principalmente quando aliados aos adaptadores angulares.</p>";"https://images.tcdn.com.br/img/img_prod/746334/extensao_telescopica_bralimpia_331_1_20200406110820.jpg";"https://images.tcdn.com.br/img/img_prod/746334/extensao_telescopica_bralimpia_331_2_672dfc20035cb110885fc70bf901868c.jpg";"https://images.tcdn.com.br/img/img_prod/746334/extensao_telescopica_bralimpia_331_4_2a42f46d705f30c501da189909cbe34b.jpg";"https://images.tcdn.com.br/img/img_prod/746334/extensao_telescopica_7_5m_3_x_2_5m_cabo_extensor_ex750_bralimpia_331_2_20200305134118.jpg";"74,31";"3100";"0.00";"6";"0";"Não";"";"";"0,00";"Não";"Não";"Não";"0";"Bralimpia";"";"EX";"";"";"";"";"0,00";"0,00";"Disponível em 30 dias úteis";"";"";"250";"250";"750";"17/02/2020";"23/03/2021";"";"";"";"";"";"https://www.comali.com.br/extensao-telescopica-bralimpia";"https://images.tcdn.com.br/img/img_prod/746334/extensao_telescopica_bralimpia_331_8_399be5c0f2e08a301e2eca97ae4e0280.jpg";"Cabos";"Sim"
"333";"746334";"57";"17/02/2020";"Dispenser para Papel Higiênico Rolão 400m em Aço com Pintura Epoxi Branco - Aurimar";"<p><strong>Dispenser para papel higi&ecirc;nico rol&atilde;o 400 metros - Aurimar</strong></p><ul>	<li>Suporte para rolo de papel de at&eacute; 400 metros de comprimento.&nbsp;</li>	<li>Constru&iacute;do em a&ccedil;o carbono, com acabamento em pintura texturizada epoxi branca.</li>	<li><span>Possui parafuso central, com a cabe&ccedil;a embutida no gabinete para travamento.&nbsp;</span></li>	<li><span>A abertura do gabinete s&oacute; &eacute; poss&iacute;vel com a utiliza&ccedil;&atilde;o da chave allen (acompanha o produto), garantindo mais seguran&ccedil;a.</span></li></ul><p><strong>Garantia</strong><br /><strong>12 meses contra defeito de fabrica&ccedil;&atilde;o</strong></p><p><strong>* Imagem meramente ilustrativa</strong></p>";"https://images.tcdn.com.br/img/img_prod/746334/dispenser_para_papel_higienico_rolao_400m_em_aco_com_pintura_epoxi_branco_aurimar_333_2_20200406110821.png";"https://images.tcdn.com.br/img/img_prod/746334/dispenser_para_papel_higienico_rolao_400m_em_aco_com_pintura_epoxi_branco_aurimar_333_1_20200406110820.png";"";"";"0,00";"2500";"0.00";"1";"0";"Não";"";"";"0,00";"Não";"Não";"Não";"0";"Aurimar";"";"595";"";"";"";"";"0,00";"0,00";"Disponível em 30 dias úteis";"";"";"37";"13";"37";"17/02/2020";"07/11/2020";"";"";"";"";"";"https://www.comali.com.br/dispenser-papel-higienico-rolao-aco-epoxi-aurimar";"";"Papel Higiênico Rolão";"Sim"
"335";"746334";"59";"17/02/2020";"Dispenser p/ Papel Toalha Interfolhado 2 ou 3 Dobras em Epoxi Branco - Aurimar";"<p><strong>Dipenser para Papel Toalha Interfolhas, 2 ou 3 Dobras</strong><br />Constru&iacute;do em a&ccedil;o carbono, com acabamento em pintura texturizada epoxi branca.&nbsp;<br />Com uma &oacute;tima resist&ecirc;ncia a impactos, &eacute; uma &oacute;tima op&ccedil;&atilde;o para lugares de grande fluxo, evitando problemas de quebra por vandalismo.</p><p><strong>Importante</strong><br /><span>Para limpar o equipamento externamente, utilize pano &uacute;mido ou produtos apropriados para limpeza e seque com pano macio.</span><br /><span>N&atilde;o utilize produtos corrosivos.</span></p><p><strong><em>Garantia:</em><br />12 meses contra defeito de fabrica&ccedil;&atilde;o</strong><br /><strong>Imagem meramente ilustrativa</strong></p>";"https://images.tcdn.com.br/img/img_prod/746334/dispenser_p_papel_toalha_interfolhado_2_ou_3_dobras_em_epoxi_branco_aurimar_335_1_20200406110820.jpg";"https://images.tcdn.com.br/img/img_prod/746334/dispenser_p_papel_toalha_interfolhado_2_ou_3_dobras_em_epoxi_branco_aurimar_335_2_20200305134118.jpg";"";"";"0,00";"2100";"0.00";"1";"0";"Não";"";"";"0,00";"Não";"Não";"Não";"0";"Aurimar";"";"2825";"";"";"";"";"49,18";"0,00";"Disponível em 30 dias úteis";"";"";"12";"25";"28";"17/02/2020";"06/11/2020";"";"";"";"";"";"https://www.comali.com.br/dispenser-interfolhado-2-ou-3-dobras-em-epoxi-branco-2825-aurimar";"";"Papel Toalha Interfolhado";"Sim"
"337";"746334";"1";"17/02/2020";"Dispenser Copo Café 50ml em Aço c/ Pintura em Epoxi Branco - AUR50";"<ul>	<li>Bonito, moderno, dur&aacute;vel e vers&aacute;til o produto possui garras na base para ajuste da sa&iacute;da do copo e duas pequenas abas para fixa&ccedil;&atilde;o na parede.</li>	<li><span>Dispenser cil&iacute;ndrico para copos descart&aacute;veis de pl&aacute;stico, com capacidade para 100 unidades.&nbsp;</span></li>	<li><span>Constru&iacute;do em a&ccedil;o carbono, com acabamento em pintura epoxi branca.</span></li></ul>";"https://images.tcdn.com.br/img/img_prod/746334/dispenser_copo_cafe_50ml_em_aco_c_pintura_em_epoxi_branco_aur50_aurimar_337_1_20200406110820.jpg";"https://images.tcdn.com.br/img/img_prod/746334/dispenser_copo_cafe_50ml_em_aco_c_pintura_em_epoxi_branco_aur50_aurimar_337_2_20200305134119.jpg";"";"";"22,90";"650";"0.00";"11";"0";"Não";"";"";"0,00";"Não";"Não";"Não";"0";"Aurimar";"";"AUR50";"";"";"";"";"19,69";"0,00";"Disponível em 5 dias úteis";"";"";"6";"6";"50";"17/02/2020";"17/03/2021";"";"";"";"";"";"https://www.comali.com.br/dispenser-copo-cafe-50ml-aco-pintura-epoxi-branco-aurimar";"";"Dispenser";"Sim"
"339";"746334";"11";"17/02/2020";"Dispenser Copo Água 180/200ml em Aço com Pintura Epoxi Branco - Aurimar";"<div><strong><span style=""font-size: 12px;"">Dispenser cil&iacute;ndrico para copos descart&aacute;veis de pl&aacute;stico - Aurimar</span></strong></div><div><span style=""font-size: 12px;""><span>Com capacidade para 100 unidades. Constru&iacute;do em a&ccedil;o carbono, com acabamento em pintura ep&oacute;xi branca</span></span></div><div>Bonito, moderno, duravel e versatil o produto possui garras na base para ajuste da sa&iacute;da do copo e duas pequenas abas para fixa&ccedil;&atilde;o na parede.</div><ul>	<li>Suporte de parede para copo pl&aacute;stico de 180ml</li>	<li>Dispenser cil&iacute;ndrico para copos descart&aacute;veis de pl&aacute;stico, com capacidade para 100 unidades.&nbsp;</li>	<li>Constru&iacute;do em a&ccedil;o carbono, com acabamento em pintura epoxi branca.</li></ul><p><strong><em>Garantia:</em><br />12 meses contra defeito de fabrica&ccedil;&atilde;o</strong></p><p><strong>* Imagem meramente ilustrativa</strong></p><p><span>&nbsp;</span></p>";"https://images.tcdn.com.br/img/img_prod/746334/dispenser_copo_agua_180_200ml_em_aco_com_pintura_epoxi_branco_aurimar_339_1_20200406110820.jpg";"https://images.tcdn.com.br/img/img_prod/746334/dispenser_copo_agua_180_200ml_em_aco_com_pintura_epoxi_branco_aurimar_339_2_20200406110821.png";"https://images.tcdn.com.br/img/img_prod/746334/dispenser_copo_agua_180_200ml_em_aco_com_pintura_epoxi_branco_aurimar_339_3_20200305134121.png";"";"0,00";"700";"0.00";"1";"0";"Não";"";"";"0,00";"Não";"Não";"Não";"0";"Aurimar";"";"AUR180";"";"";"";"";"24,16";"0,00";"Disponível em 30 dias úteis";"";"";"8";"8";"50";"17/02/2020";"09/11/2020";"";"";"";"";"";"https://www.comali.com.br/dispenser-copo-agua-180-200ml-em-aco-pintura-epoxi-branco";"";"Dispenser Copos";"Sim"
"343";"746334";"1";"17/02/2020";"Dispenser Papel Higiênico Rolão 800 mts Aço Inox C/ Suporte p/ Cadeado - Aurimar 598C";"<p><strong><span style=""font-size:16px;"">Dispenser para Papel Higiênico Rolão aço inox com suporte para cadeado - marca Aurimar</span></strong></p><p> </p><ul>	<li>Suporte para rolo de papel de até 800 metros de comprimento. </li>	<li>Construído em aço inoxidável e base de fixação em aço carbono.</li>	<li>Possui suporte para fechamento com cadeado.</li>	<li><span>Contém parafuso central, com a cabeça embutida no gabinete para travamento. </span></li>	<li><span>A abertura do gabinete só é possível com a utilização da chave allen, garantindo mais segurança<br />	--> a chave acompanha o produto.</span></li></ul>";"https://images.tcdn.com.br/img/img_prod/746334/dispenser_papel_higienico_rolao_800_mts_aco_inox_c_suporte_p_cadeado_aurimar_598c_343_5_20201107191539.png";"https://images.tcdn.com.br/img/img_prod/746334/dispenser_papel_higienico_rolao_800_mts_aco_inox_c_suporte_p_cadeado_aurimar_598c_343_4_20201107191538.png";"https://images.tcdn.com.br/img/img_prod/746334/dispenser_p_papel_higienico_ate_800_mts_em_aco_c_sup_p_cadeado_aurimar_343_1_20200406110820.jpg";"https://images.tcdn.com.br/img/img_prod/746334/dispenser_papel_higienico_rolao_800_mts_aco_inox_c_suporte_p_cadeado_aurimar_598c_343_3_20201107191538.png";"184,95";"2500";"0.00";"11";"0";"Não";"";"";"0,00";"Não";"Não";"Não";"0";"Aurimar";"";"598C";"";"";"";"";"0,00";"0,00";"Disponível em 5 dias úteis";"";"";"37";"13";"37";"17/03/2021";"17/03/2021";"";"";"";"";"";"https://www.comali.com.br/dispenser-papel-higienico-rolao-em-aco-cadeado-596-aurimar";"https://images.tcdn.com.br/img/img_prod/746334/dispenser_papel_higienico_rolao_800_mts_aco_inox_c_suporte_p_cadeado_aurimar_598c_343_6_20201107191539.png";"Dispenser";"Sim"
"345";"746334";"59";"17/02/2020";"Dispenser p/ Papel Toalha Interfolhado 2 ou 3 Dobras em Aço Inox - TI2825I - Aurimar";"<p><strong>Dipenser para Papel Toalha Interfolhas, 2 ou 3 Dobras</strong><br /><span>Painel Frontal constru&iacute;do em a&ccedil;o inoxid&aacute;vel e base de fixa&ccedil;&atilde;o em a&ccedil;o carbono.</span><br />Com uma &oacute;tima resist&ecirc;ncia a impactos, &eacute; uma &oacute;tima op&ccedil;&atilde;o para lugares de grande fluxo, evitando problemas de quebra por vandalismo.</p><p><strong>Importante</strong><br /><span>Para limpar o equipamento externamente, utilize pano &uacute;mido ou produtos apropriados para limpeza e seque com pano macio.</span><br /><span>N&atilde;o utilize produtos corrosivos.</span></p><p><strong><em>Garantia:</em><br />12 meses contra defeito de fabrica&ccedil;&atilde;o</strong><br /><strong>Imagem meramente ilustrativa</strong></p>";"https://images.tcdn.com.br/img/img_prod/746334/dispenser_p_papel_toalha_interfolhado_2_ou_3_dobras_em_aco_inox_ti2825i_aurimar_345_1_20200406110820.png";"https://images.tcdn.com.br/img/img_prod/746334/dispenser_p_papel_toalha_interfolhado_2_ou_3_dobras_em_aco_inox_ti2825i_aurimar_345_2_20200305134119.png";"";"";"0,00";"2100";"0.00";"1";"0";"Não";"";"";"0,00";"Não";"Não";"Não";"0";"Aurimar";"";"TI2825I";"";"";"";"";"88,41";"0,00";"Disponível em 30 dias úteis";"";"";"12";"25";"28";"17/02/2020";"06/11/2020";"";"";"";"";"";"https://www.comali.com.br/dispenser-toalha-interfolhado-2-3-dobras-em-aco-inox-2825-aurimar";"";"Papel Toalha Interfolhado";"Sim"
"347";"746334";"59";"17/02/2020";"Toalheiro Americano p/ Papel 3 Dobras em Aço Inox - TAG2327I - Aurimar";"<ul>	<li>Dispenser Modelo Toalheiro Americano, ideal para ambientes com pouco espa&ccedil;o.</li>	<li>Suporte para papel toalha interfolha <span>3 dobras&nbsp;</span><span>dos tamanho m&aacute;ximos 23x27cm</span><span style=""font-size: 12px;"">, capacidade para 500 folhas.&nbsp;</span></li>	<li>Frontal constru&iacute;do em a&ccedil;o inoxid&aacute;vel e base de fixa&ccedil;&atilde;o em a&ccedil;o carbono com pintura epoxi preta.</li>	<li><span>Medidas:&nbsp;<span>A:38cm L:34,5cm P:10cm | peso:2,2kg</span></span></li></ul>";"https://images.tcdn.com.br/img/img_prod/746334/toalheiro_americano_p_papel_3_dobras_em_aco_inox_tag2327i_aurimar_347_1_20200406110836.jpg";"https://images.tcdn.com.br/img/img_prod/746334/toalheiro_americano_p_papel_3_dobras_em_aco_inox_tag2327i_aurimar_347_2_20200305134118.jpg";"";"";"0,00";"2200";"0.00";"1";"0";"Não";"";"";"0,00";"Não";"Não";"Não";"0";"Aurimar";"";"TAG2327I";"";"";"";"";"96,67";"0,00";"Disponível em 30 dias úteis";"";"";"10";"35";"38";"17/02/2020";"06/11/2020";"";"";"";"";"";"https://www.comali.com.br/toalheiro-americano-3d-p-interf-inox-tap2027i-aurimar";"";"Papel Toalha Interfolhado";"Sim"
"349";"746334";"59";"17/02/2020";"Toalheiro Americano p/ Papel 3 Dobras em Aço c/ Pintura Epoxi - TAG2327E - Aurimar";"<ul>	<li>Dispenser para papel toalha modelo toalheiro americano, ideal para ambientes com pouco espa&ccedil;o.</li>	<li>Suporte para papel toalha interfolha <span>3 dobras&nbsp;</span><span>dos tamanho m&aacute;ximos 23x27cm</span><span style=""font-size: 12px;"">, capacidade para 1500 folhas.&nbsp;</span></li>	<li>Frontal constru&iacute;do em a&ccedil;o inoxid&aacute;vel e base de fixa&ccedil;&atilde;o em a&ccedil;o carbono com pintura epoxi preta.</li>	<li><span>Medidas:&nbsp;<span>A:38cm L:34,5cm P:10cm | peso:2,2kg</span></span></li></ul>";"https://images.tcdn.com.br/img/img_prod/746334/toalheiro_americano_p_papel_3_dobras_em_aco_c_pintura_epoxi_tag2327e_aurimar_349_1_20200406110820.png";"https://images.tcdn.com.br/img/img_prod/746334/toalheiro_americano_p_papel_3_dobras_em_aco_c_pintura_epoxi_tag2327e_aurimar_349_2_20200305134119.png";"";"";"0,00";"2200";"0.00";"1";"0";"Não";"";"";"0,00";"Não";"Não";"Não";"0";"Aurimar";"";"TAG2327E";"";"";"";"";"56,18";"0,00";"Disponível em 30 dias úteis";"";"";"10";"35";"38";"17/02/2020";"09/11/2020";"";"";"";"";"";"https://www.comali.com.br/toalheiro-americano-papel-interf-3-dobras-epoxi-aurimar";"";"Papel Toalha Interfolhado";"Sim"
"355";"746334";"1";"17/02/2020";"Dispenser Duo Biovis - Dispenser de Papel Toalha, Saboneteira e Espelho";"<p><strong><span style=""font-size:16px;""><span style=""color: rgb(102, 102, 102); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">Dispenser 3 em 1 DUO</span></span></strong></p><p><strong><span style=""font-size:16px;""><span style=""color: rgb(102, 102, 102); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;"">Dispenser papel toalha (Toalheiro) + Dispenser sabonete Liquido (Saboneteira)&nbsp;+ espelho</span></span></strong><br style=""box-sizing: border-box; color: rgb(102, 102, 102); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px;"" /><br style=""box-sizing: border-box; color: rgb(102, 102, 102); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px;"" /><span style=""color: rgb(102, 102, 102); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px;"">S&atilde;o 3 fun&ccedil;&otilde;es em um &uacute;nico equipamento. </span></p><p><span style=""color: rgb(102, 102, 102); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px;"">Dispensador de papel toalha e sabonete l&iacute;quido manual, com espelho. Design sofisticado e resistente. Ideal para Shoppings, Empresas, Postos de Combust&iacute;vel, Hospitais, Exposi&ccedil;&otilde;es, Cinemas, Teatro, Cl&iacute;nicas, Ind&uacute;strias, Consult&oacute;rios etc.</span><br style=""box-sizing: border-box; color: rgb(102, 102, 102); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px;"" /><br style=""box-sizing: border-box; color: rgb(102, 102, 102); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px;"" /><br style=""box-sizing: border-box; color: rgb(102, 102, 102); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px;"" /><span style=""color: rgb(102, 102, 102); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px;"">Para Instala&ccedil;&atilde;o: </span></p><p><span style=""color: rgb(102, 102, 102); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px;"">Abra o equipamento pressionando simultaneamente as duas travas superiores, depois puxe o painel; Posicione o equipamento na parede, marque e fa&ccedil;a os furos, insira as buchas e fixe o toalheiro na parede com os parafusos;&nbsp;</span><br /><span style=""color: rgb(102, 102, 102); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px;"">Para abastecer a saboneteira, basta retirar a tampa do reservat&oacute;rio Aperte o bot&atilde;o de acionamento v&aacute;rias vezes para que o sabonete l&iacute;quido preencha toda v&aacute;lvula interna</span></p><p>&nbsp;</p><p>&nbsp;</p><p><span style=""color: rgb(102, 102, 102); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px;"">Especifica&ccedil;&otilde;es:</span></p><p><span style=""color: rgb(102, 102, 102); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px;"">Capacidade: 800 ml de sabonete / 600 folhas de papel</span><br style=""box-sizing: border-box; color: rgb(102, 102, 102); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px;"" /><span style=""color: rgb(102, 102, 102); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px;"">Mat&eacute;ria Prima: Pl&aacute;stico ABS</span><br style=""box-sizing: border-box; color: rgb(102, 102, 102); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px;"" /><span style=""color: rgb(102, 102, 102); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px;"">Acionamento: Manual</span><br style=""box-sizing: border-box; color: rgb(102, 102, 102); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px;"" /><span style=""color: rgb(102, 102, 102); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px;"">Dimens&otilde;es: A: 29cm L: 38cm C: 10cm</span><br style=""box-sizing: border-box; color: rgb(102, 102, 102); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px;"" /><span style=""color: rgb(102, 102, 102); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px;"">Peso: 1,500 Kg</span><br style=""box-sizing: border-box; color: rgb(102, 102, 102); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px;"" /><br style=""box-sizing: border-box; color: rgb(102, 102, 102); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px;"" /><span style=""color: rgb(102, 102, 102); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px;"">Itens Incluso: 01 Reservat&oacute;rio 4 parafusos 4 buchas para fixa&ccedil;&atilde;o</span></p>";"https://images.tcdn.com.br/img/img_prod/746334/dispenser_duo_biovis_dispenser_de_papel_toalha_saboneteira_e_espelho_355_4_20200305134120.jpg";"https://images.tcdn.com.br/img/img_prod/746334/dispenser_duo_biovis_dispenser_de_papel_toalha_saboneteira_e_espelho_355_1_20200406110820.jpg";"https://images.tcdn.com.br/img/img_prod/746334/dispenser_duo_biovis_dispenser_de_papel_toalha_saboneteira_e_espelho_355_2_20200406110821.jpg";"";"222,78";"1500";"0.00";"11";"0";"Não";"";"";"0,00";"Não";"Não";"Não";"0";"Biovis";"";"10.04";"";"";"";"";"0,00";"0,00";"Disponível em 5 dias úteis";"";"";"10";"38";"29";"17/02/2020";"23/03/2021";"Dispenser Biovis Duo de Papel Toalha, Saboneteira e Espelho";"Dispensador de Papel Toalha Interfolhado com Dispensador Manual de Sabonete Líquido e Espelho. Prático e moderno. Ideal para banheiros pequenos, para clínicas e consultórios.";"biovis dispenser, biovis shop, biovis em curitiba, biovis dispenser papel toalha, onde comprar biovis, produtos biovis, papel toalha interfolhado, dispenser em curitiba para papel toalha, preço dispenser, saboneteira biovis, dispenser duo, dispenser espelh";"";"";"https://www.comali.com.br/dispenser-duo-biovis-dispenser-de-papel-toalha-saboneteira-e-espelho";"";"Dispenser";"Sim"
